1	0.9797391	0.09016404	0.04001347	0.00145412
2	1.006192	-0.02032539	0.07319995	0.00290824
3	1.522866	-0.06210249	0.09505831	0.00436236
4	0.9948153	-0.05446396	0.08190241	0.00581648
5	0.9796141	-0.07055751	0.07737686	0.0072706
6	0.9690868	-0.08683348	0.07070206	0.00872472
7	0.956146	-0.1029516	0.06427076	0.01017884
8	0.944532	-0.1192188	0.05876091	0.01163296
9	0.9297948	-0.1351311	0.0544871	0.01308708
10	0.9173829	-0.1513825	0.05157062	0.0145412
11	0.8997468	-0.1668727	0.04995166	0.01599532
12	0.8867431	-0.1833249	0.04946952	0.01744944
13	0.8703701	-0.1993426	0.04989968	0.01890356
14	0.8572171	-0.2161556	0.05107279	0.02035768
15	0.8393643	-0.2320042	0.05272822	0.0218118
16	0.8236415	-0.2485037	0.0550231	0.02326592
17	0.8072787	-0.2652119	0.05781333	0.02472004
18	0.7920836	-0.2822669	0.06108592	0.02617416
19	0.7748797	-0.2989602	0.06474833	0.02762828
20	0.7595587	-0.3163148	0.06864181	0.0290824
21	0.7421185	-0.3331318	0.07275482	0.03053652
22	0.7242283	-0.3498242	0.0770716	0.03199064
23	0.706514	-0.3667831	0.08158921	0.03344476
24	0.6896502	-0.384212	0.08635441	0.03489888
25	0.6710311	-0.4012434	0.09145042	0.036353
26	0.6538741	-0.4189614	0.0967412	0.03780712
27	0.634869	-0.4357577	0.1020709	0.03926124
28	0.6165509	-0.4529141	0.1076844	0.04071536
29	0.5977931	-0.4696997	0.1133652	0.04216948
30	0.5785033	-0.4858049	0.1189714	0.0436236
31	0.5585887	-0.5007934	0.1244226	0.04507772
32	0.5385748	-0.5147069	0.1295637	0.04653184
33	0.517049	-0.5261453	0.1339272	0.04798596
34	0.4937489	-0.5341775	0.1374245	0.04944008
35	0.470308	-0.5393307	0.1398666	0.0508942
36	0.4446526	-0.5396409	0.1408755	0.05234832
37	0.4188972	-0.5369397	0.1408353	0.05380244
38	0.3941106	-0.5327937	0.1398593	0.05525656
39	0.3703264	-0.5263678	0.1377318	0.05671068
40	0.3462699	-0.5164872	0.1344251	0.0581648
41	0.325254	-0.507441	0.1306145	0.05961892
42	0.3028818	-0.4958166	0.1262938	0.06107304
43	0.2807179	-0.4832262	0.1219838	0.06252716
44	0.2606915	-0.4726176	0.1177704	0.06398128
45	0.2389931	-0.4598286	0.1134805	0.0654354
46	0.2178061	-0.4473175	0.1094803	0.06688952
47	0.1998256	-0.4373688	0.1056733	0.06834364
48	0.179022	-0.4223972	0.1015005	0.06979776
49	0.1592562	-0.4063033	0.09698159	0.07125188
50	0.1372159	-0.384884	0.0918952	0.072706
51	0.1192894	-0.3660744	0.0861598	0.07416012
52	0.09772336	-0.3418278	0.07985052	0.07561424
53	0.0801705	-0.3221174	0.07319807	0.07706836
54	0.06026227	-0.2986389	0.06722296	0.07852248
55	0.04122034	-0.2754249	0.0628478	0.0799766
56	0.02389179	-0.2533752	0.06066744	0.08143072
57	0.004231746	-0.2260161	0.05834931	0.08288484
58	-0.01049618	-0.2044662	0.05583648	0.08433896
59	-0.02934335	-0.1744401	0.0530015	0.08579309
60	-0.04320284	-0.1502547	0.05027438	0.0872472
61	-0.06177498	-0.116099	0.04740797	0.08870132
62	-0.07386167	-0.0912002	0.04444696	0.09015545
63	-0.08850921	-0.05975978	0.04177403	0.09160956
64	-0.09934614	-0.03223795	0.03912867	0.09306368
65	-0.110677	-0.00126976	0.03658323	0.0945178
66	-0.118737	0.02591738	0.03429195	0.09597192
67	-0.1265403	0.05584868	0.03178761	0.09742604
68	-0.1321103	0.08366101	0.02949658	0.09888016
69	-0.1356609	0.1102255	0.0271924	0.1003343
70	-0.1396899	0.141261	0.02484702	0.1017884
71	-0.138447	0.1625305	0.02258595	0.1032425
72	-0.1391239	0.1922952	0.02039866	0.1046966
73	-0.1342662	0.2086827	0.01834034	0.1061508
74	-0.1307747	0.2313864	0.01636666	0.1076049
75	-0.1231693	0.2420501	0.01453842	0.109059
76	-0.11629	0.257054	0.01325111	0.1105131
77	-0.1064694	0.260982	0.01268573	0.1119672
78	-0.09764878	0.2673981	0.0124728	0.1134214
79	-0.08778188	0.2666522	0.01285214	0.1148755
80	-0.07860497	0.2657518	0.01380242	0.1163296
81	-0.06988977	0.2621713	0.01555639	0.1177837
82	-0.06122898	0.2529621	0.01801037	0.1192378
83	-0.05397148	0.2455523	0.02127052	0.120692
84	-0.04726391	0.2341019	0.02511337	0.1221461
85	-0.04216934	0.2265848	0.02972941	0.1236002
86	-0.03752094	0.2170123	0.03497928	0.1250543
87	-0.03336351	0.2110668	0.04068222	0.1265084
88	-0.02913514	0.2034417	0.04675963	0.1279626
89	-0.02465405	0.1998209	0.05302144	0.1294167
90	-0.01975348	0.1974139	0.0596007	0.1308708
91	-0.01418694	0.1953414	0.06632861	0.1323249
92	-0.008390607	0.1956821	0.07350796	0.133779
93	-0.002860934	0.1920911	0.08137393	0.1352332
94	0.002276624	0.1920921	0.08985332	0.1366873
95	0.007000649	0.1920343	0.0986352	0.1381414
96	0.01149304	0.1928138	0.1081167	0.1395955
97	0.01531539	0.1927944	0.1183076	0.1410496
98	0.01824338	0.1888564	0.1287976	0.1425038
99	0.0216708	0.191193	0.1396154	0.1439579
100	0.02371679	0.1852627	0.1506262	0.145412
101	0.02705033	0.1886074	0.1615964	0.1468661
102	0.02855173	0.1822584	0.1718128	0.1483202
103	0.03147786	0.184352	0.1811036	0.1497744
104	0.03244526	0.1775816	0.1894532	0.1512285
105	0.03481083	0.1773887	0.1967772	0.1526826
106	0.03570042	0.1718795	0.2026806	0.1541367
107	0.03732703	0.168776	0.2065584	0.1555908
108	0.03855695	0.1644111	0.2083181	0.157045
109	0.03885677	0.1569283	0.2079426	0.1584991
110	0.03970616	0.151291	0.2056792	0.1599532
111	0.03901636	0.1411173	0.1993223	0.1614073
112	0.04010195	0.1361551	0.1891472	0.1628614
113	0.03895508	0.1255975	0.1762574	0.1643156
114	0.04002161	0.1210632	0.1632654	0.1657697
115	0.0384012	0.1105699	0.1511903	0.1672238
116	0.03927269	0.1059196	0.1389424	0.1686779
