1	3.54128	0.1401247	0.09050237	0.00079333
2	3.640754	-0.09440073	0.1279022	0.00158666
3	5.455978	-0.2421937	0.1884884	0.00237999
4	3.613327	-0.2208621	0.1496281	0.00317332
5	3.579736	-0.2816637	0.1551951	0.00396665
6	3.560408	-0.3430808	0.1564794	0.00475998
7	3.541548	-0.404568	0.1549121	0.00555331
8	3.525552	-0.4662732	0.1518079	0.00634664
9	3.501891	-0.5269077	0.1482197	0.00713997
10	3.48627	-0.5888055	0.1446386	0.0079333
11	3.451202	-0.6474681	0.1413796	0.00872663
12	3.428715	-0.7081593	0.1386652	0.009519961
13	3.395981	-0.7669018	0.1367835	0.01031329
14	3.375405	-0.8282485	0.1359349	0.01110662
15	3.338026	-0.8856091	0.1354911	0.01189995
16	3.307043	-0.9443715	0.1359851	0.01269328
17	3.273396	-1.002574	0.1371027	0.01348661
18	3.236985	-1.059649	0.1388253	0.01427994
19	3.205746	-1.118585	0.141071	0.01507327
20	3.162343	-1.173187	0.1437861	0.0158666
21	3.134398	-1.233501	0.1470403	0.01665993
22	3.085407	-1.285765	0.1504066	0.01745326
23	3.053468	-1.344504	0.1543087	0.01824659
24	3.007989	-1.397652	0.1584171	0.01903992
25	2.970103	-1.453687	0.1627391	0.01983325
26	2.928526	-1.508377	0.1672008	0.02062658
27	2.884504	-1.561267	0.1718042	0.02141991
28	2.83849	-1.613341	0.176568	0.02221324
29	2.79063	-1.663807	0.181595	0.02300657
30	2.743641	-1.714893	0.1867139	0.0237999
31	2.695401	-1.764673	0.1920149	0.02459323
32	2.648565	-1.815178	0.1973242	0.02538656
33	2.594283	-1.860282	0.2024168	0.02617989
34	2.549578	-1.911031	0.2076078	0.02697322
35	2.499115	-1.957066	0.2123406	0.02776655
36	2.447444	-2.001254	0.2166355	0.02855988
37	2.393132	-2.042343	0.220451	0.02935321
38	2.337609	-2.080966	0.2236422	0.03014654
39	2.284545	-2.119589	0.2263027	0.03093987
40	2.229458	-2.154888	0.2283556	0.0317332
41	2.171778	-2.185566	0.2294774	0.03252653
42	2.115801	-2.21524	0.229668	0.03331986
43	2.057691	-2.240589	0.2291333	0.03411319
44	1.997057	-2.260955	0.2275796	0.03490652
45	1.94128	-2.281226	0.2246305	0.03569985
46	1.878144	-2.290572	0.2205717	0.03649318
47	1.825502	-2.306918	0.2158796	0.03728651
48	1.76247	-2.309391	0.2104509	0.03807984
49	1.710087	-2.320597	0.2047139	0.03887317
50	1.647122	-2.317925	0.1989903	0.0396665
51	1.596367	-2.328329	0.1936166	0.04045983
52	1.536685	-2.32549	0.1881254	0.04125316
53	1.484655	-2.330754	0.1828527	0.04204649
54	1.428957	-2.32908	0.1779547	0.04283982
55	1.374275	-2.326842	0.1735465	0.04363315
56	1.322276	-2.325508	0.1699151	0.04442648
57	1.264677	-2.313537	0.1670916	0.04521981
58	1.214636	-2.309136	0.1642683	0.04601314
59	1.157363	-2.291786	0.1609235	0.04680647
60	1.111794	-2.291773	0.156975	0.0475998
61	1.05363	-2.268843	0.1527913	0.04839313
62	1.007777	-2.264878	0.1487479	0.04918646
63	0.9536695	-2.24487	0.144411	0.04997979
64	0.9074203	-2.238218	0.1401651	0.05077312
65	0.857564	-2.221262	0.1358072	0.05156645
66	0.8102857	-2.207927	0.1318264	0.05235978
67	0.7625601	-2.191133	0.1277238	0.05315311
68	0.7148254	-2.170955	0.1236901	0.05394644
69	0.6720248	-2.159816	0.1195709	0.05473977
70	0.6225536	-2.128766	0.1155468	0.0555331
71	0.5824353	-2.118739	0.1113111	0.05632643
72	0.5325745	-2.079492	0.1070767	0.05711976
73	0.4941811	-2.07014	0.1032768	0.05791309
74	0.4475511	-2.031934	0.09948271	0.05870642
75	0.4112262	-2.024228	0.09620354	0.05949975
76	0.3688372	-1.99093	0.09282617	0.06029308
77	0.3305851	-1.968652	0.09009331	0.06108641
78	0.2927029	-1.941118	0.0874644	0.06187974
79	0.2562666	-1.913718	0.08570787	0.06267307
80	0.2223351	-1.891661	0.08437092	0.0634664
81	0.1866255	-1.853879	0.08368814	0.06425973
82	0.1553424	-1.834385	0.08323471	0.06505306
